Reference_Threat_ID,Threat_Name,Primary_STRIDE_Category,Threat_Type,Affected_Components,Affected_Data_Flows,Trust_Boundary,Affected_Asset_Security_Property,Attack_Mechanism,Concrete_Attack_Scenario,Security_Impact,Architectural_Evidence,Expert_Justification,Severity,Likelihood,LLM_Specific,Confidence,Include_in_Final_Baseline
S2-RT-011,Stored active content executed in the application's client context through retrieved files,Tampering,Data Security,P1 Web Frontend; DS1 Server Storage,"DF7, DF8",TB1,Sensitive document contents; user identity-assertion material,"If the retrieval interface presents stored file content within the platform interface in a form the client environment interprets as executable, and display-side content handling at P1 is not specified, with the execution context assigned by the display environment rather than by any drawn control, active content planted in an uploaded file executes in the application's client context, where identity-assertion material is reachable.","An attacker uploads a document containing active content; if the platform's retrieval interface presents it within the platform interface rather than handing it off, a user who retrieves it triggers execution in the platform's own client context, where the identity-assertion material of S2-RT-002 is reachable, completing impersonation without the victim ever opening the file outside the platform.","Execution of attacker-influenced content in the trusted application context, leading to theft of identity-assertion material, actions performed on the victim's behalf, or presentation of fabricated content inside the legitimate interface.","DF8 terminates at a frontend whose stated purpose includes displaying responses and serving the retrieval interface, so whether stored content is dangerous is decided by display disposition rather than by any drawn control; A5 declares uploaded files untrusted, and no display-side content-handling element is specified.","Catalogue entry T-11, retained with a STRIDE collapse and a technology-neutral rewrite: primary Tampering, the integrity of displayed content, with the elevation-of-privilege consequence noted here; implementation-specific display-handling mechanisms were generalised. Retained separately from S2-RT-010 per the recipient-side mechanism distinction stated there. This is the file-side anchor of the chain that terminates in impersonation through S2-RT-002. One interpretive note is recorded: the entry is retained conditionally on P1 presenting retrieved content within the platform interface in a form the client environment can interpret, which the retrieval interface's stated purpose supports but which is listed among the architectural ambiguities.",High,Medium,No,High,YES
S2-RT-012,Server-side exploitation of document processing,Tampering,Data Security,P2 File Management Service; P3 AI File Assistant,"DF2, DF3 (and the unmodelled context-extraction path)",TB2; TB4,Uploaded files; document contents; server integrity,"Malformed or hostile document constructs exploit whatever processing the platform performs on untrusted document content, the validation P2 must perform on uploads and the context preparation the assistant path requires, if that processing assigns interpretation to document structure, achieving unintended file reads, denial conditions or code execution inside the application processes.","An attacker uploads a document whose structure triggers a processing flaw in the validation or context-preparation processing; the flawed processing reads content beyond the document, fails in a way that denies service, or executes with the privileges of the application process, converting a stored document into server-side compromise.","Compromise of the service processes behind TB2, conversion of the undifferentiated storage access of S2-RT-007 into reach across the entire store, and reading of server-held content that can then be exfiltrated through the assistant channel.","Both stated consumers of file content must process attacker-supplied content: validation is a stated obligation of P2 on the upload leg, and context preparation for the assistant requires the same stored content to be processed a second time, which the model does not represent as a flow; A5 declares uploaded files untrusted, and processing untrusted document constructs is a documented code-execution class that validation alone does not eliminate because the validator itself processes.","Catalogue entry T-12, retained with a technology-neutral rewrite: format-specific payload constructs were generalised to hostile document constructs, keeping the mechanism at the level the architecture supports, the processing of untrusted document content that the stated validation and context-preparation obligations imply, with no assumption about the processing mechanism. Classified not AI-specific: the defect class is classical document processing that would exist for any validation or preview feature; the assistant merely adds a second processing site. Retained separately from S2-RT-010 because it targets the server rather than recipient client environments. Primary STRIDE is Tampering; the privilege gain is the consequence. Likelihood Low: requires a specific processing flaw.",High,Low,No,High,YES
S2-RT-013,File metadata manipulation,Tampering,Data Security,P2 File Management Service; DS1 Server Storage,"DF2, DF3, DF6",TB2; TB3,File metadata; provenance information,"Client-influenced metadata on the upload path through DF2 and DF3, or modification through the injection described in S2-RT-006, alters descriptive, provenance or context-relevant fields, so files are presented with forged authorship, timestamps or classification, and context selection is steered towards or away from documents.","An uploader sets provenance and descriptive metadata misrepresenting a document's origin and date; later retrievals and assistant answers present the forged attribution as fact, and metadata that context preparation consults steers which documents attach to which questions.","Integrity failure of the provenance information on which users rely when deciding whether a retrieved document is authentic, and silent steering of context selection through manipulated descriptive fields.","The store holds file metadata as a stated asset, DF3 explicitly carries file and metadata together, and A5 declares metadata untrusted; nothing in the model separates metadata the uploader may set from metadata the platform owns, and no integrity protection on the catalogue is drawn, which is stated as a control gap.","Catalogue entry T-13, retained and re-scoped under the supplied architecture: ownership and permission fields now live in DS2, the authoritative authorisation source, and their manipulation is carried by the new entry S2-RT-034; this entry is narrowed to descriptive, provenance and context-relevant metadata in DS1, so the two entries divide by store and asset. Retained separately from S2-RT-006 because injection is one vector for metadata corruption rather than the condition itself. Primary STRIDE is Tampering.",High,Medium,No,High,YES
S2-RT-014,Undetected tampering of stored file content,Tampering,Data Security,DS1 Server Storage; P2 File Management Service,"DF3, DF6, DF7, DF8",TB2,Uploaded files; sensitive document contents,"Content is modified after storage, through the write-side scope escape of S2-RT-005, the undifferentiated storage access of S2-RT-007, or direct store access whose protection is not specified, and no integrity verification occurs on the retrieval path, so DF7 returns altered documents that DF8 presents as the originally uploaded files.","A document is modified in storage after upload; a user retrieves it and receives content that differs from what was stored, with nothing on the DF3-to-DF7 round trip detecting the change, and answers the assistant derives from the altered content inherit the modification.","Users retrieve and act on documents whose contents have been changed without their knowledge, converting the platform from a store of record into a vector for document fraud, with particular force where summaries and decisions are later derived from the altered content.","STRIDE-per-element assigns Tampering to every data store, and this entry is the asset-level realisation of that assignment; the model contains no integrity-verification element anywhere on the DF3-to-DF7 round trip, so the platform's integrity property rests entirely on the store being writable by nothing but a correct P2, which is stated as an architecture-level gap.","Catalogue entry T-14, retained with control-gap phrasing for the unspecified store protection. Retained separately from its enabling vectors, S2-RT-005, S2-RT-006 and S2-RT-007, because the consequence, the detection strategy and the remediation, integrity verification at retrieval, are properties of the store and the DF7 crossing rather than of any single exploit path. The AI angle amplifies but does not cause the condition: altered documents also corrupt downstream outputs, recorded under S2-RT-027. Primary STRIDE is Tampering. Likelihood Low: requires store-level write access.",High,Low,No,High,YES
S2-RT-015,Mass disclosure of Server Storage and the User Permission Database,Information Disclosure,Data Security,DS1 Server Storage; DS2 User Permission Database,"DF6, DF7 (access path); DF3 (write-side exposure)",TB2,"Uploaded files; sensitive document contents; file metadata; user identity, ownership and permission records","Unauthorised bulk read of the persisted stores' contents at the store layer: an actor compromising a store, or gaining access to the store side of the flows that terminate in it, reads the entire document population of DS1 or the complete identity, ownership and permission map of DS2, bypassing P2's per-request authorisation entirely; the architecture specifies no element protecting either store's contents directly.","An actor reaches the store side of the DF3, DF6 and DF7 termination or of the DS2 permission lookups, through store compromise or unauthorised store-level access whose protection the architecture does not specify, and obtains every user's documents together with the complete identity, ownership and permission map, with no authorisation check ever consulted.","Catastrophic and irreversible disclosure of the entire stored document population and the complete authorisation map, statutory breach-notification obligations, and targeting information that materially raises the yield of every access-control attack in this baseline.","DS1 and DS2 are the highest-value assets in the model and sit behind the storage boundary, reachable on the drawn paths only through the DF3, DF6 and DF7 set and the permission lookups P2 directs at DS2; STRIDE-per-element mandates an information-disclosure entry for every data store, and no element protects either store directly.","Catalogue entry T-15, retained and extended under the supplied architecture: the entry covers DS2 in addition to DS1, because the supplied architecture introduces the User Permission Database as an explicit store whose contents, identity, ownership and permissions, are both sensitive in themselves and the targeting substrate for S2-RT-003 to S2-RT-005. One mechanism, not two: the failure mode is the unauthorised bulk read of persisted store contents at the store layer, and DS1 and DS2 share that identical failure mode with no drawn protection, so splitting by store would duplicate the mechanism rather than distinguish one. The request-path entries S2-RT-006 and S2-RT-007 are separate threats with their own mechanisms and appear here only as alternate roads to the same asset; this entry carries the store-level failure and the asset-level consequence and detection strategy, which are properties of the stores. Primary STRIDE is Information Disclosure.",Critical,Medium,No,High,YES
S2-RT-016,File enumeration and verbose error disclosure,Information Disclosure,Data Security,P1 Web Frontend; P2 File Management Service,"DF4, DF5, DF8; DF11, DF12 (provider error relay)",TB1; TB4,File metadata; document contents; system configuration metadata,"Differential responses between existing and non-existing file references on the retrieval path, sequential or predictable identifiers, internal diagnostic content returned on error, and provider error responses received on DF11 relayed verbatim to the user on DF12.","The attacker probes the retrieval path with candidate file references and records which produce found-versus-not-found responses and which error content carries internal detail; over many requests this yields a validated map of stored file identifiers and their owners, plus provider error responses that embed the submitted prompt and document context.","A validated map of stored file identifiers and their owners that directly scales S2-RT-004 and S2-RT-005, plus internal implementation detail that accelerates S2-RT-006, with occasional direct exposure of prompt or document-context content embedded in relayed provider errors.","The enumeration surface is created by the shape of the retrieval path: DF4 carries a client-chosen file reference, the DF8 response necessarily differs between found and not-found objects, and response normalisation is not specified, so the internal state of the store is externally observable across TB1; the provider-relay leg is anchored on TB4, where error responses on DF11 may embed submitted content. OWASP A05 applies.","Catalogue entry T-16, retained with a technology-neutral rewrite of the diagnostic-content examples. An enabler rather than a direct compromise (Severity Medium), but a distinct mechanism from S2-RT-015, which is bulk store disclosure rather than an externally observable oracle. Classified not AI-specific: verbose-error propagation is a classical concern regardless of whether the upstream service is a language model. Primary STRIDE is Information Disclosure.",Medium,High,No,High,YES
S2-RT-017,"Interception of files, questions and document context in transit",Information Disclosure,Data Security,P1 Web Frontend; P3 AI File Assistant; P4 LLM Integration Service,"DF8, DF12 (client legs); DF10, DF11 (provider legs)",TB1; TB4,Uploaded files; user questions; document context sent to the LLM; user identity-assertion material,"The platform's most sensitive assets are in motion across drawn boundaries, retrieved files on DF8, generated responses on DF12, and questions with approved document context on DF10 and DF11, and transport protection is not specified by the architecture, so an actor positioned on any leg reads the content in transit.","An actor positioned on the communication path between the client and P1 reads retrieved documents on DF8, and an actor positioned on the application-to-provider legs reads questions and approved document context on DF10; no drawn control protects either leg. Implementation-side persistence of flow content, which the architecture does not specify, would extend the same exposure and is treated as conditional.","Direct exposure of confidential document contents, user questions, assembled context and identity-assertion material to any party positioned on a boundary-crossing leg, without any defect in application logic.","STRIDE assigns Information Disclosure to data flows, and the model specifies no transport protection anywhere; the client legs and the TB4 legs terminate in different zones with different observers, which is why both are recorded in one entry with two boundary annotations: the asset, the crossing and the mitigation class are the same.","Catalogue entry T-17, retained with a technology-neutral rewrite: transport-mechanism terminology and persistence infrastructure were replaced by the unspecified-protection phrasing, with persistence stated conditionally (architecture-only scope). Distinct from S2-RT-018 and S2-RT-019, which describe intended disclosure to the provider, whereas here content is captured in transit. Primary STRIDE is Information Disclosure. Likelihood High: boundary-crossing legs with no specified protection are the default interception surface.",High,High,No,High,YES
S2-RT-018,Sensitive document content disclosure to the External LLM Provider,Information Disclosure,Data Security,P3 AI File Assistant; P4 LLM Integration Service; EE2 External LLM Provider,DF10,TB4,"Sensitive document contents; user questions; document context sent to the LLM; prohibited material (unauthorised files, permission-database contents, private metadata)","The egress chain from context preparation through P4 to EE2 carries more than the sanitised prompt and approved document context the specification permits: unscoped context assembly, and the carriage of material the specification explicitly prohibits, namely unauthorised files, permission-database contents and private metadata outside approved context.","Document context assembled from confidential stored files crosses TB4 verbatim on DF10 together with user questions that may themselves contain sensitive material; where context assembly over-includes, unauthorised documents or permission-derived material leave the application, and no element between preparation and egress is drawn to minimise, redact or gate the scope, despite the sanitisation responsibility stated for P4.","Irreversible disclosure of confidential document contents and prohibited material to a third party whose handling practices are outside the organisation's audit scope, directly violating the specification's egress prohibitions, with associated data-protection exposure for the stored document population.","TB4 exists precisely because document-related information crosses into an external AI service, and the supplied architecture states that only sanitised prompts and approved document context may be sent to EE2, explicitly prohibiting unauthorised files, permission-database contents and private metadata outside approved context; P4's stated responsibility to create sanitised prompts is the control this entry tests, and no drawn element enforces its scope.","Catalogue entry T-18, retained and extended under the supplied architecture: the mechanism now explicitly tests the egress prohibitions the specification lists, mirroring the stated EE2 constraints, and the chain is re-anchored through P4, whose sanitisation responsibility is acknowledged as the stated control whose enforcement is not represented. It is the only confidentiality loss in the model with no application-side remedy after the fact, because no control can retract transmitted content. Separate from S2-RT-017 (transit capture) and S2-RT-019 (provider-side persistence): the disclosure here is the intended delivery itself, unchecked in scope. Primary STRIDE is Information Disclosure.",High,High,Yes,High,YES
S2-RT-019,Conditional provider-side exposure of submitted context,Information Disclosure,Data Security,EE2 External LLM Provider,"DF10, DF11",TB4,Document context sent to the LLM; user questions,"Conditional provider-side risk: if the external provider retains, logs or reuses the content submitted on DF10, practices that are outside the application's control and not specified by the architecture, then a later provider-side exposure event affects the entire history of submitted prompts and document-derived context.","If DF10 content is retained provider-side and is later exposed through a provider-side event, the document-derived questions and context of the whole user population become known to the attacker; no application-side action can retract or bound the exposure, and one user's content may surface in a response returned to another user.","Long-tail confidentiality loss across the history of DF10 traffic, loss of control over deletion, and possible cross-user surfacing of submitted document content.","EE2 is drawn as an entity beyond TB4, outside the application's security control, specifically to force reasoning about what happens after successful delivery; the architecture specifies no retention practices, so the provider-side behaviour is stated conditionally and the entry records the consequence if that condition holds.","Catalogue entry T-19, retained with conditional phrasing throughout: the entry states the conditional exposure rather than asserting provider retention, per the architecture-only scope. The cross-user surfacing case stays folded as a realisation of the same conditional exposure, and the available mitigations remain contractual terms and minimisation at DF10. Severity Medium because realisation requires both the unspecified retention behaviour and a secondary provider-side event. Primary STRIDE is Information Disclosure.",Medium,Medium,Yes,Medium,YES
S2-RT-020,Exposure of the external provider credential,Information Disclosure,Data Security,P4 LLM Integration Service,DF10,TB4,Provider credential: the authentication material for the DF10 crossing,"The provider authentication material that P4 must hold to perform the DF10 crossing is exposed: its storage and handling are not specified by the architecture, and any exposure yields a secret that authenticates the application to EE2.","The credential material held at P4 is exposed through an implementation artefact whose nature the architecture does not specify; the attacker recovers it and submits prompts under the application's provider identity, consuming quota and impersonating the application toward the provider.","Unbounded chargeable use of the organisation's provider account, attacker access to any provider-side data associated with the credential, and complete loss of attribution for prompts submitted under it.","The supplied architecture makes P4 the component that sends approved document context to the external LLM, so the credential it must hold is a boundary-attached secret at exactly one location; the specification's prohibition on sending permission-database contents and secrets to EE2 confirms that credential material is a recognised system asset. OWASP A02 applies to boundary-attached secrets.","Catalogue entry T-20, retained with re-anchoring and a technology-neutral rewrite: the credential holder is moved from the assistant to P4, because the supplied architecture introduces the LLM Integration Service as the egress component, and implementation-specific exposure channels were replaced by the unspecified-storage phrasing. Retained separately from S2-RT-018 because a credential compromise exposes the billing relationship and provider-side history rather than any single prompt, and is realised without any document crossing TB4. Not LLM-specific: classical secret exposure. Primary STRIDE is Information Disclosure.",High,Medium,No,High,YES
S2-RT-021,Unspecified attribution of security-relevant events,Repudiation,Data Security,P2 File Management Service; P3 AI File Assistant,"DF1, DF5, DF9, DF10",TB1; TB3; TB4,Attribution and accountability of security-relevant events,"No audit or attribution mechanism is specified for the security-relevant actions of the platform, uploads, authorisation decisions, retrievals, assistant queries and provider egress, so performed actions cannot be attributed to a subject and cannot be contradicted after the fact.","An attacker completes unauthorised retrievals through S2-RT-003 to S2-RT-006; when the activity is later disputed, no specified mechanism can show which subject performed the involved uploads, authorisation decisions, retrievals or assistant queries, and the attacker can credibly deny the actions.","Unauthorised access proceeds without attribution, incident scope cannot be reconstructed, actions cannot be bound to a subject, and breach-notification timelines are missed.","STRIDE assigns Repudiation to every process, and the events requiring attribution are generated at all boundaries: uploads and retrieval requests reaching P2 across TB1 on DF1 and DF4, authorisation decisions taken at TB3 between DF5 and DF6, assistant queries arriving on DF9, and document egress across TB4 on DF10; the drawn architecture contains no audit element, so attribution is not specified.","Catalogue entry T-21, retained with strict control-gap phrasing: the entry states that attribution is not specified rather than claiming logging is definitely absent, and it assumes no particular logging infrastructure (architecture-only scope). The genuine control conflict at TB4 is preserved: recording document context improves attribution while creating a new store of sensitive content that works against the minimisation required by S2-RT-018. Primary STRIDE is Repudiation, the sole repudiation entry. Severity Medium as an enabler.",Medium,High,No,High,YES
S2-RT-022,Direct prompt injection through the assistant question,Tampering,LLM-Specific,P3 AI File Assistant; P4 LLM Integration Service; EE2 External LLM Provider,"DF9, DF10, DF11, DF12",TB1; TB4,User questions; document context sent to the LLM; generated responses,"User input submitted on DF9 is interpreted by the model as instruction rather than data: the question is assembled into the prompt that crosses TB4 on DF10 as a single undifferentiated sequence, with no instruction-data separation anywhere in the pipeline, despite the sanitisation responsibility stated for P4.","The user submits an instruction to disregard prior instructions, reveal configuration or produce content outside intended behaviour, including role-play and obfuscation variants intended to evade input controls; the injected content is assembled into the DF10 prompt and the model complies in its DF11 response, which P1 displays on DF12 as assistant output.","Manipulation of returned responses, disclosure of instruction and context material present in the prompt window, and generation of attacker-chosen text that the frontend presents as authoritative assistant output.","DF9 carries arbitrary untrusted text across TB1 into P3 (A5: user prompts may be malicious), the assembled prompt crosses TB4 on DF10 as one undifferentiated sequence that the model cannot reliably partition into developer instruction and user content, and P4's stated sanitisation responsibility has no drawn enforcement; this is a confused-deputy condition at prompt assembly. MITRE ATLAS records the vector as AML.T0051.000.","Catalogue entry T-22, retained with re-anchoring through P4. The review's checklist item, malicious user instructions attempting to bypass file permissions, is bounded by the architecture: A2 states the assistant cannot independently retrieve files, so such instructions cannot directly succeed; the attempt manifests as this entry, the injection that tests the boundary, while the actual unauthorised-content risk runs through S2-RT-009, the context-scope gap. Severity High rather than Critical because the assistant holds no authority, so direct impact is bounded by output manipulation and prompt-window disclosure; the greater risk lies in the chains through S2-RT-026 and S2-RT-028. Primary STRIDE is Tampering.",High,High,Yes,High,YES
S2-RT-023,Indirect prompt injection through uploaded document content,Tampering,LLM-Specific,DS1 Server Storage (injection site); P3 AI File Assistant; EE2 External LLM Provider,"DF1, DF2, DF3 (planting); DF9, DF10 (execution)",TB1; TB2; TB4,Uploaded files; document context sent to the LLM; generated responses,"An attacker uploads a document containing embedded instructions, in visible text, concealed content or encoded payloads, which is stored through DF3; when another user asks the assistant about that document, the embedded content is retrieved as approved context, assembled into the prompt on DF10 and acted upon by the model within the victim's conversation.","An attacker uploads a document with concealed instruction text; it is stored and later selected as context when a victim asks for a summary; the embedded instruction is executed within the victim's conversation with the assistant, directing them towards attacker-controlled destinations or inducing disclosure, with every control applied to the DF9 question channel bypassed because the carrier is stored content.","Persistent, victim-agnostic manipulation of assistant behaviour: answers about trusted documents are altered, victims can be directed towards attacker-controlled destinations or induced to disclose information, and the platform's own upload feature becomes the injection-delivery mechanism.","The injection carrier is stored content rather than the question channel, so every input control on DF9 fails to detect it: A5 declares uploaded files untrusted, the document store behind TB2 becomes an indirect input to the prompt that crosses TB4, and the sanitisation responsibility stated for P4 is precisely the control whose enforcement this entry tests. Research on indirect prompt injection demonstrates this stored-content pattern, OWASP LLM01 treats the indirect vector as part of prompt injection, and MITRE ATLAS records it as AML.T0051.001.","Catalogue entry T-23, retained unchanged in substance: this is the signature AI-specific threat of a file-grounded assistant, required by the review's checklist (indirect prompt injection, malicious document content influencing the assistant), and fully architecture-grounded in the drawn upload-store-context chain. The victim need never interact with the attacker, which makes the blast radius all users of the shared corpus and the persistence equal to the document's retention. Primary STRIDE is Tampering. Likelihood High: the upload path is open and no content separation is drawn.",High,High,Yes,High,YES
S2-RT-024,Extraction of privileged assistant instructions and prompt content,Information Disclosure,LLM-Specific,P3 AI File Assistant; EE2 External LLM Provider,"DF9, DF10, DF11, DF12",TB1; TB4,Privileged assistant instructions; prompt content; guardrail configuration,"If the prompt assembled for the DF10 crossing carries privileged instructions or fixed configuration, an instruction preamble, guardrail logic or business rules, iterative elicitation can cause that content to be reproduced in responses: requests for verbatim repetition of preceding text, summaries of configuration, or translation and rephrasing variants.","Over several turns the attacker requests verbatim repetition and rephrasing variants until privileged prompt content and any fixed context appear in a DF11 response and reach the user on DF12, revealing the assistant's instructions and any configuration embedded in them.","Reveals guardrail logic and therefore the means to bypass it, enabling more reliable exploitation of S2-RT-022 and S2-RT-023, and may expose internal system details, model configuration or business rules embedded in the prompt.","The extraction request enters across TB1 on DF9, is incorporated into the prompt that crosses TB4 on DF10, and any disclosed prompt content returns on DF11 and DF12; the architecture represents prompt construction at P4 but no distinct instruction element, so the presence of privileged prompt content is conditional on the implementation embedding it. MITRE ATLAS catalogues this technique as AML.T0056.","Catalogue entry T-24, retained and reframed in this freeze audit: the supplied architecture represents prompt construction and the DF10 crossing but no distinct instruction element, so the entry is restated as extraction of privileged assistant instructions and prompt content, conditional on such content being embedded in the assembled prompt. Retained separately from S2-RT-022 because the asset and the mitigation differ: the countermeasure is to treat the prompt as public, remove sensitive material from it and enforce controls outside the model, rather than to filter input; retaining it separately also prevents a candidate model that states only prompt injection from being credited with this distinct outcome. Primary STRIDE is Information Disclosure. Severity Medium: informational loss that primarily enables other entries.",Medium,High,Yes,High,YES
S2-RT-025,Cross-user context-isolation failure in the assistant pipeline,Information Disclosure,LLM-Specific,P3 AI File Assistant; P4 LLM Integration Service,"DF9, DF10, DF11, DF12",TB1,User questions; document context sent to the LLM; generated responses,"If the assistant pipeline maintains per-user material, prior questions, attached document context, assembled prompts, without correct per-user isolation, one user's material can be incorporated into another user's prompt on DF10, or a response on DF11 can be delivered to the wrong requester on DF12; whether such per-user state is maintained, and how it is isolated, is not specified by the architecture.","Two users question the assistant; per-user material associated with one user is attached to the other's assembled prompt, or a generated answer is delivered to the wrong requester, disclosing one user's questions and document context to the other with the application's authority.","Disclosure of one user's document-related questions and context to a different user, delivered with the application's authority.","P3 and P4 are single logical processes serving all users, and neither the prompt assembly nor the response delivery carries an explicit per-user binding in the model; the architecture draws no per-user isolation element for pipeline state, whose existence and handling are unspecified, so cross-user exposure through mis-association is a conditional risk the architecture does not exclude, and any leaked material crosses TB1 to the wrong subject on DF12.","Catalogue entry T-25, retained and reframed conditionally in this freeze audit: the entry assumes neither conversation memory nor any specific storage mechanism; it records that if the pipeline maintains per-user state, the architecture draws no isolation element for it, and mis-association then discloses one user's material to another. Per the review's mandated distinction, this AI-path disclosure entry is deliberately kept separate from the P2-path retrieval failures: here the material disclosed is pipeline state through the assistant, not a file served through DF5-to-DF8. Distinct from S2-RT-026's aggregation behaviour, where components behave as designed, and from S2-RT-018, which is intended egress: the defect here is mis-association of per-user material. Confidence Medium: conditional on unspecified pipeline state. Primary STRIDE is Information Disclosure.",Medium,Medium,Yes,Medium,YES
S2-RT-026,Insecure handling of generated output,Tampering,LLM-Specific,P3 AI File Assistant; P1 Web Frontend,"DF11, DF12",TB1; TB4,Generated responses; user identity-assertion material,"Content that crossed TB4 inbound on DF11 is displayed by P1 on DF12 without content separation or handling safeguards, whose specification is absent from the architecture, so attacker-influenced active content in generated responses executes in the victim's client context.","Through S2-RT-022 or S2-RT-023 the attacker induces the model to emit active content in its answer; P1 displays the response as content with execution capability; it runs in the victim's authenticated client context, reads the identity-assertion material of S2-RT-002, and completes full impersonation of the victim.","Execution of attacker-influenced content in the trusted application context, leading to theft of identity-assertion material, actions performed on the victim's behalf, or presentation of a fabricated content-harvesting form inside the legitimate interface.","A4 declares external LLM output untrusted, yet no content-separation or display-handling element is specified between DF11 and the DF12 display; the architecture's containment rests on the assistant reaching no storage and making no access decisions, but its output is displayed to the user, so an advisory component still provides a path to impersonation. OWASP LLM05 applies.","Catalogue entry T-26, retained with a STRIDE collapse: primary Tampering, attacker-influenced content entering the display path unmodified, with the privilege gain and impersonation noted as consequences. Severity Critical stands because the chain terminates in full impersonation. This entry is the practical realisation of unintended AI authority in this architecture: generated content becomes executable authority in the client context, which is how the excessive-authority concern manifests when the assistant itself is structurally unprivileged. Primary STRIDE remains a single category.",Critical,Medium,Yes,High,YES
S2-RT-027,Hallucinated document summaries and answers,Tampering,LLM-Specific,P3 AI File Assistant; EE2 External LLM Provider,"DF10, DF11, DF12",TB4,Generated responses; integrity of document-derived information,"Without any adversary, the model produces confident but incorrect summaries or answers about stored documents; the response crosses TB4 inbound on DF11, passes through the assistant without any element responsible for verifying factual accuracy against the stored document, and reaches the user on DF12 inside a trusted interface.","A user asks for a summary of a contract document; the model confidently includes a clause that does not exist or misstates a figure; the user relies on the summary for a decision, and nothing on the DF11-to-DF12 path compares the generated content against the source document.","Users are guided towards incorrect decisions based on authoritative-looking but unfaithful summaries of their own documents, with the platform's stated purpose, document understanding, becoming the source of the error.","No adversary or boundary violation is required: every component behaves as engineered, yet the security outcome is negative; the content originates at EE2, crosses TB4 inbound on DF11, and crosses TB1 to the user on DF12 without any accuracy-control element, which the architecture does not specify. OWASP LLM09 applies.","Catalogue entry T-27, retained. The primary STRIDE field carries the single label Tampering under an explicitly extended interpretation, loss of integrity of generated information, with the rationale stated here as the single-category rule requires; this is the one threat class in the model with no classical STRIDE analogue. Modification: the entry absorbs the user-trust amplification formerly carried by the excessive-trust entry excluded from the baseline: users cannot easily verify summaries against source documents without re-reading them, which amplifies this entry's impact but is not a distinct mechanism. Severity Medium: unintentional, partially correctable through grounding against the source document.",Medium,High,Yes,High,YES
S2-RT-028,Delivery of attacker-authored instructions through the assistant,Tampering,LLM-Specific,P3 AI File Assistant; EE2 External LLM Provider,"DF10, DF11, DF12",TB4; TB1,Generated responses; user identity-assertion material; user security behaviour,"Through the poisoned document context of S2-RT-023, direct injection as in S2-RT-022, or provider substitution as in S2-RT-030, the returned answer instructs the user to act against their own interest, and the trusted DF12 delivery channel converts the text into an effective attack.","A poisoned document causes the assistant to tell a user asking about that document to verify their identity at an attacker-controlled destination, disclose their identity-assertion material, or transmit a file to a given address; users comply at a rate substantially higher than external phishing, because the instruction arrives inside the trusted application interface in direct response to their own question.","Disclosure of identity-assertion material or files to the attacker, delivered through the application's own trusted channel.","The harmful content enters across TB4 on DF11 and reaches the user across TB1 on DF12; the delivery channel's organisational authority is what converts generated text into an effective attack, and no output-side content policy or destination allow-listing element is specified at P3.","Catalogue entry T-28, retained with a STRIDE collapse and two modifications. Primary STRIDE is Tampering: attacker-chosen content is substituted for legitimate guidance in the delivery path; the authority-lending property of the DF12 channel, a spoofing-like characteristic, is noted as secondary. Modifications: the entry absorbs the user-trust amplification formerly carried by the excluded excessive-trust entry, and the original recovery-artefact wording is generalised to identity-assertion material and files because no recovery capability is specified in this architecture. Retained separately from S2-RT-027 because the content is intentional and attacker-chosen rather than accidental, which changes the required control from model accuracy to output-side policy enforcement, and separately from S2-RT-026 because the victim's compliance rather than content execution is the exploitation mechanism.",High,Medium,Yes,High,YES
S2-RT-030,Compromise or substitution of the external model service,Spoofing,LLM-Specific,EE2 External LLM Provider; P4 LLM Integration Service,"DF10, DF11",TB4,Document context sent to the LLM; user questions; generated responses,"The DF10/DF11 exchange depends on the identity and integrity of the responder beyond TB4, and no mechanism verifying that the responder is the intended external service is specified by the architecture; if EE2 is substituted or compromised, prompts are harvested and responses are attacker-controlled.","The communication that P4 sends on DF10 is answered by an attacker-controlled replacement of the intended external service, the substitution path lying outside the drawn architecture; every prompt and document-context submission is harvested, realising the S2-RT-018 exposure actively, and every DF11 response is attacker-authored, weaponising S2-RT-026 and S2-RT-028 for all users. An unannounced provider-side model or behaviour change has the same effect without any application modification.","Interception of every prompt and document-context submission crossing TB4 together with control of every response returned on DF11, converting the assistant into an attacker-controlled channel for all users.","P4 is the only element that performs the TB4 crossing, so any verification of the external service's identity and integrity must concentrate at that single process, and no such verification is specified; EE2 is not merely a service the application calls but the source of content the application displays to users across TB1 on DF12. MITRE ATLAS frames the substitution angle as ML supply chain compromise, and OWASP LLM03 applies.","Catalogue entry T-30, retained with a STRIDE collapse and a trust-boundary-level rewrite: primary Spoofing, the trusted external entity is impersonated or substituted, with control of the responses (tampering) noted as the consequence; infrastructure-specific substitution mechanisms were removed per the architecture-only scope, and the crossing element is re-anchored to P4 under the supplied architecture. Likelihood Low: requires a substantial external compromise, but the impact spans the whole user base, keeping severity High.",High,Low,Yes,High,YES
